p1_good	p2_good	p3_good	p4_good	p5_good	p6_good	p7_good	p8_good	p1_poor	p2_poor	p3_poor	p4_poor	p5_poor	p6_poor	p7_poor	p8_poor
214620_x_at	36.2	67.7	90.3	54.2	11.7	11.2	27.1	6.9	154.2	193.1	13.2	131	48.3	8.4	95.9	205.3
214621_at	18.8	54.2	13	11.1	12.1	69.6	64.5	7.2	16.6	238.1	13.2	6.8	33.5	8.1	67.3	22.9
214622_at	41	48.8	41.1	34.8	35	43.4	248	34	49	138.5	32.7	42.2	41.6	32.9	66.6	77.2
214623_at	57.6	59.5	22.7	41.1	196.2	66.2	25.3	37.3	106.8	99.7	41.9	220.4	31	84.8	30.4	19.1
214624_at	127.2	144.3	74.6	52	73.3	196.9	194.8	104.5	303.3	567.3	62.6	51.3	95.3	24.4	343.7	249.9
214625_s_at	45.5	224.3	35.8	99.4	139.9	200.1	46.5	141.6	71.2	91.9	146.6	83.1	33.5	20.6	524	440.2
214626_s_at	1147.1	1614.6	1170.6	1617.1	1250.2	1554.1	1480.3	664.5	1475.1	973.2	908.2	812.1	1316.8	1288.5	1682.4	2208.4
214627_at	269.9	375.3	306.8	225.6	289.4	339.5	262.3	348.9	350.3	58.7	234.6	290.1	211.4	144.3	647.6	558.7
214628_at	116.2	45.6	67.2	42.1	54.3	78.3	111.8	62.4	72.4	212.7	44.2	109.8	39.7	40.6	85.6	255.1
214629_x_at	4582.6	4111.6	4496.1	4495.9	4453	5789.7	6052.1	4768	6835.3	4659.6	7650.1	4524.8	5523.9	4717.4	4008.5	4262.4
214630_at	25.4	62.7	97.6	57.1	32.3	117	28.7	46.5	32.9	380.3	45.9	41.7	30.1	177.3	215.3	127.1
214631_at	74.8	239.3	273.3	150.7	67.9	178.9	214.9	74.2	160.8	119.9	207.3	179.2	61.4	145.3	157.6	170.8
214632_at	117.4	57.5	79.8	71.1	97.1	210.6	117.2	24.2	75.9	100.9	106.5	140.3	124	105.2	270.4	192.4
214633_at	57.2	125.5	85.5	64.7	128.8	173.2	155.9	137.8	205.7	202.1	35.8	220.9	110.5	47.4	324.6	210.2
214634_at	202.5	14	31.4	71.4	72.4	343.7	206.7	236.4	53.3	44.4	91.7	27.1	121.4	49.9	24.7	262.9
214635_at	189.2	239.5	274.6	162.2	225.7	336.8	272.9	197.8	358	776.8	189.8	386.8	296.4	198.2	620.2	533.9
214636_at	175.5	113.5	100.3	115.1	5.8	227.8	261	105.7	146	509.4	42.4	269.5	121.6	105.2	309.1	231.8
214637_at	14.1	16	14.6	9	12.9	23	15.7	15.7	23.5	101.2	7.5	20.3	9.5	9	18.3	16.4
214638_s_at	1054	767.3	797.7	961	774.6	937.7	980.9	824.6	792	1364.9	607.1	551	765	904.6	869.3	582.8
214639_s_at	22.8	13.6	181.2	7	24.5	13	9.9	72.9	28.6	42.7	18.2	27.8	21.1	5.3	25.7	25.2
214640_at	12.3	21.9	80.6	11.5	9.1	18.2	19.5	37.6	94.5	212.5	18.1	66.7	93.5	53.9	25.9	18.7
214641_at	561.5	644.7	186.7	335.7	405.1	659.6	389.9	451.7	192.7	56	544.9	237.2	489.5	311.5	450.4	913.8
214642_x_at	168	196.4	227.2	115	159.2	35.3	56.9	186.1	276.1	615.5	129.3	54.7	233.1	59.5	274.4	284.2
214643_x_at	503.7	787.3	379.2	840.3	547	305.6	500.6	646.6	997.8	939.2	689.5	1446.5	520.4	598.9	753.7	1513.4
214644_at	78.8	26.3	7	6	18.4	93.7	89.9	13.1	32.3	49	107.8	13	9.1	3.4	54	32.1
214645_at	194.6	421.7	245.5	96.8	26.7	299.7	88.6	114.5	206.4	592.3	36.3	91.2	161	102.9	341.1	226.7
214646_at	161.3	189.3	145.3	112.6	65.4	229.1	105.3	95.3	71.6	258.5	103	32.4	59	81.7	150.9	50.6
214647_s_at	128.2	111.1	27.7	94.5	71.9	88.2	96.6	24.6	88.4	105.5	54.9	166.2	60.7	34.9	97.3	217.1
214648_at	184.3	117.3	39.4	89.1	13.5	155.6	118.4	54.8	249.4	561.3	67.4	194.8	138.4	87.3	245.1	100.3
214649_s_at	425.9	337.7	254.1	307.3	413.4	253.5	335.1	324.2	360.1	382.3	275.6	317.6	316.1	362.7	177.7	288
214650_x_at	171.1	227	168.2	121.5	133.3	204.4	273.8	180.2	296.4	246.7	204.8	225.3	235	96.4	549.2	281.2
214651_s_at	40.8	15.3	62.3	12.1	5.9	133.6	14.5	13	66.8	194	35.8	8.8	53.9	8.4	164.2	27
214652_at	51.4	33.9	22.5	12.4	17.4	107	51.7	5.9	18.8	39.3	17.4	16.7	50.1	15.7	98.5	28.8
214655_at	14	32.5	18.4	11.5	30.4	29.4	119.6	12.1	128.2	93.7	29.7	23	43.7	10.7	176.3	124.7
214656_x_at	1743.1	1705.4	1465.6	901.2	1529.1	1218.1	1313.6	2010.8	970.8	2062.7	992.3	1129.6	1060.1	641.2	2607.7	1615
214657_s_at	2256	1447.3	641.3	529.9	1058	1121.8	2088.4	1294	552	3019.4	569.2	323.2	1190.8	449.4	1024.5	1246.3
214658_at	1669.1	494.4	1340.9	960.8	559.7	669.3	1130.8	656.4	1203.2	786.6	737.9	455.7	1373.7	785.4	418.7	335.5
214659_x_at	1941.4	1356.8	1868	1290.6	1566.4	1488.2	1458.1	1301.9	1676.1	1654.5	1032.3	1328.1	1280	1302.7	1514.5	1425
214660_at	5.5	49.3	29.3	5.9	7.1	18.1	38.3	4.9	5.1	35	20.1	1.5	11.7	29.1	8.3	2.6
214661_s_at	851.5	1073.7	667.4	620.9	998.2	896.1	638.5	704.4	833.8	791.1	716.8	747	506.3	1006.8	618.9	682.3
214662_at	432.4	540.5	807.2	519.2	572.3	767.1	686.4	853.2	784.1	700.2	472.7	576.7	445.8	602.8	354.3	370.2
214663_at	735.7	504.3	587.7	612.7	693.5	423.4	777.6	580.7	642.3	768.6	506.2	498.2	559.6	503.2	732.3	690.1
214664_at	107.3	126	107.5	67.2	48.5	54.1	39.8	69.7	90.5	155.5	7	21	54.4	145.3	82.6	157.8
214665_s_at	3732.6	2307.5	2556.9	2410.1	1853.4	1940.7	2789.7	1695.6	3048.9	1945	2345.5	2700	2781.4	2208	2052.1	1202.4
214666_x_at	358.5	270.6	379.4	382.4	201.3	157.9	564.4	226.2	333.1	429.1	256.7	477	467.3	240.9	247.5	301
214667_s_at	306.1	167.8	165.3	26	264.2	33.8	211.4	191.1	466.9	470.6	199	300.6	290.8	109.3	418	874.3
214668_at	173.9	267.4	205.1	98.8	137.9	63.1	96.1	143.8	249.6	206.7	63.1	151.5	176.6	116.9	233.9	184.8
214669_x_at	5623.2	32229.3	5420.6	26984.5	5494.2	24830.8	1191.7	4047.9	50795.1	67543	4610.4	1762.4	173.5	3100.8	456.6	72394.5
214670_at	687.9	882.7	1139.6	1267.3	810.2	1117.6	1139.5	982.5	357.2	470	802.3	1008.8	1379.2	1067.1	1143.8	1009
214671_s_at	724.3	377	567.4	345.7	649.1	384	243.7	288.3	471.6	1722.2	308	1393.7	508.5	770.6	1336.1	1282.8
214672_at	514.3	547.4	588.8	581.1	851.6	699.1	716.8	639.8	487.3	686.9	509.3	700.7	584.2	741.3	508.2	403.8
214673_s_at	75.5	33.6	51.2	54.1	35.4	21.7	54.4	122.3	37.7	61.4	17.3	49.3	82	91	372.6	193.6
214674_at	461.2	484.5	256.3	397	505.8	630	420	486.1	1097.5	954.3	386.5	553.2	382	233.1	794.9	709.2
214675_at	304.3	338.2	310.2	189.5	83.6	134.5	347.4	379.8	179.2	766.6	251.7	234.7	162.8	170.9	444.4	184.4
214676_x_at	40.7	82	89	18.8	95.8	89.6	105.4	159.1	134.2	387	97.9	313.2	53.8	21.3	235.6	172.1
214677_x_at	808.4	2535.6	1743.1	961.2	3604.2	1292.5	65038	2253.6	15323.8	17713.4	3064.5	85089.7	46475.5	49791.7	65091.1	7702.5
214678_x_at	413.7	488.9	1060.2	531	926.9	632.1	636.4	407.9	728.7	657.6	528.1	370.9	653.7	575.9	476.4	282.1
214679_x_at	303.3	307.9	423.4	372	234.3	294.6	303.4	197.7	594.9	918.6	237.8	646.6	231.8	211.1	714.4	523.3
214680_at	34	50.9	74.2	11.3	84.5	43.3	59	46	68.5	144.3	30	98.7	57.5	12.6	161.7	79.6
214681_at	335.5	458.3	242.4	333.5	367.9	367.8	299.3	440.5	288.2	102.6	351.7	290.7	302.6	302.2	644.6	36.3
214682_at	125.4	19	15.9	34.5	41.2	63.2	15.3	21.3	22.2	223.8	19.5	88.4	28.4	29.9	53.5	27.2
214683_s_at	11205.3	4697.1	3697.7	5333	3615.3	4211.2	5296.4	3103.2	8368.9	7670.9	2407.3	3686.7	3077.4	4487.9	5229.7	3101.5
214684_at	1768	1810.9	1292.3	1291.6	1065.3	1204.5	987.1	1285.6	1120.6	1457.3	1296.8	1233.9	1129.3	1498.6	1356.9	891.2
214685_at	110.6	89.9	48.1	49.2	81.9	29.4	53.6	90.1	147.8	115.3	43.7	55.9	7.9	6.4	121	89.8
214686_at	15931.1	21222.1	4821.9	5070.8	5961.1	4856.9	14690.5	5834.9	11716.1	9679.2	14358.6	5555.8	12036.8	14047.1	9552.3	5121.5
214687_x_at	3769.4	4437.1	2180.2	5150.6	4739.4	4858.4	3972.3	4305.2	8861.6	5688.9	4089.7	14863.8	4435.5	4781.4	8917.1	8409.6
214688_at	417.4	569.2	483.2	309.5	220.4	495.7	457.1	281.2	637.2	1208.6	212.9	378.9	368.3	422.8	540.1	463.5
214689_at	105.1	200.3	180.8	104.9	177.2	23.9	235.5	313.8	176.7	174.7	108.4	290.6	194.2	157.7	403.5	271.1
214690_at	133.7	68.1	158.2	105.2	99.5	208.7	111.7	155.5	122.9	158.1	108.8	16.7	155	65.9	228.1	145.8
214691_x_at	542.9	349.5	520.6	356.8	335.1	397.1	518.1	239.5	314.8	1017.1	533.9	579.4	587.6	346.8	679.8	606
214692_s_at	51.2	233	37	70.4	253	149.7	31.1	92.4	29.6	80.6	223.6	77	122.7	355.3	142.6	55
214693_x_at	10033.4	8775	7033.8	9937.9	13788.9	12658.7	9536.2	10789.1	12413.1	12241.5	11310	5930.1	7284.1	7011.2	10015.2	14746.4
214694_at	484.9	511.9	436.8	343.9	376.9	509.6	296.4	618.6	1004.6	1040.1	415.8	906.7	520.3	247.4	925.2	950.6
214695_at	430.8	549.2	464.6	391.8	301.7	501	347.6	417.7	288	285.6	686.7	458.3	369.1	645.8	687.7	503.5
214696_at	2918.6	167.3	352.2	328.5	448.6	241.8	204.9	123.4	4395.9	2047.8	707.5	461.5	401.4	199.5	361.4	250.8
214697_s_at	1843.3	1392.5	1795.5	2226.5	1532.1	1790.5	1466.5	1488.5	2187.1	1406.7	1554.1	1063.3	1624.7	1595.5	1402.5	1643.6
214698_at	936.9	760.3	704.5	983.7	902.6	830.4	570.2	742.2	878.7	1073.9	834.6	495	736.3	945.8	793	608.5
214699_x_at	494.6	702.3	506.6	528.3	689.7	483.3	604.3	565.8	494	1654.2	463.7	774.5	553.2	490.2	1118.3	747.1
214700_x_at	1800.6	759.8	1075.8	845.9	622	598.3	724.1	1002.7	696.6	501.1	620.3	390.5	877.3	839.9	299.9	501.8
214701_s_at	54.3	272.1	279.7	160.4	267	332.2	297.6	271.9	72.8	676.1	145.5	293.9	117.1	138.4	467.2	412.3
214702_at	10.3	45.7	4.3	7.2	9.6	79.3	6.7	4.7	112.8	54.3	5.8	11.9	41	5.3	35.4	35.3
214703_s_at	821.2	1845.6	1632.4	1145.7	1828.2	1618.2	1041.4	1583.1	546.4	2253	2137	1293.3	1961.7	1405.6	1296.6	864
214704_at	297.2	22.3	30.2	20.8	19.5	30.4	22.5	20.3	32.2	141.2	17.3	20.4	16.7	15	31.6	62.3
214705_at	263.5	173.1	124.8	122.8	110.6	86.6	284.9	260.2	132.3	401.1	144.9	122.5	178	146.9	196.8	130.2
214706_at	341.9	647.7	488	237.4	473.3	434.7	351.6	454.1	340.4	1026.5	515.8	317.2	650	745.3	423.9	1002.9
214707_x_at	1891.7	2974.9	2496.8	977.4	2235.9	2588.4	2907.5	2181.2	1684	4010.7	1754.5	1724.3	2168.4	1714.4	3545.4	2277.9
214708_at	22.8	132.9	13.7	52.1	66.9	53.1	12.2	23.5	37.9	317.1	74.4	26.2	11.4	42.5	38.4	138.1
214709_s_at	6995.1	5544.6	9349.1	6684.5	5163.6	6797.6	6262.7	5635.5	5444.5	3262.6	4459	5295.7	7135	3270.9	5226.6	3976.4
214710_s_at	154	229.2	273	158.4	182.3	109.8	183	176.2	180.9	97.1	197	341.7	283.2	235.6	302.5	232.3
214711_at	287.5	438.6	600.5	562.4	275	541.6	317.2	245.9	208.5	697.9	397.8	247.1	418.6	478.7	327.3	493.1
214712_at	183.3	153.7	344.2	82.3	146.7	134	169.6	177.7	187.2	29.1	111.6	197.2	252.8	280.4	604	195.3
214713_at	536.7	592.4	720	514.5	532.7	492.9	553.7	566.6	749.8	1852.6	427.6	710.9	616.7	598.3	967	742.1
214714_at	6121.7	2480.7	1396.9	2655.3	2426.5	1233.3	2526.3	1919.6	4363	3910.8	1174.4	2418.7	1461.5	1278.3	2004.3	1022.7
214715_x_at	5736.3	7861.6	5918.7	2960.2	4158.6	6725.6	8648.7	6494.5	4824.8	9221.4	4862.6	3190	5868.8	3732.9	6235.6	6472.3
214716_at	80.4	296.3	301.5	119.8	122.3	199.2	301.8	262	60.9	504.9	137.5	222.9	404.8	367.9	351.3	159.9
214717_at	124.4	303.3	201.7	375.7	328.4	285.6	472.4	229.4	70.1	243	228.1	205.8	581.2	302.3	301	166.9
214718_at	885.6	1017.4	1329.4	963.4	744.5	1292.4	1284.7	588.8	1380	1741	812.7	1799.1	1392.8	1228.8	2063.5	1666.5
214719_at	442.7	1214.8	1682.1	1059.5	1424.9	1867.2	1420.3	1485.7	328.2	234.7	1238.2	680.3	1125.4	1122.3	1077.1	996.5
214720_x_at	32.3	23.5	37.8	35.8	34.7	15.1	55.9	64.4	574.7	533.9	1337.6	61.3	1525	25.4	1734.1	58
214721_x_at	161	227.8	162.1	93.7	157.3	160.9	178.4	194.1	333.3	669.9	129.5	190.7	165.8	120.4	336.7	232.4
214722_at	3467.7	8226.3	5460.6	4336.9	6929.5	6635.9	6935.2	6897.6	1185.4	1962.1	8471.2	2214.2	4667.5	3877.9	3199.1	5055.6
214723_x_at	590.5	497.5	584.3	589.1	449.7	836.2	1522.4	532.9	569	515.5	531.9	394	608.3	634.2	458	535.3
214724_at	34.4	208.8	257.2	165.8	30.8	41.2	289.1	113.7	71.1	152.3	212.3	112.8	15.6	23.9	74.7	93.3
214725_at	50.9	37.1	33.9	37.2	32.5	18.2	23.3	66.4	3	63.1	31.3	16.4	62.9	27.1	33.1	41.4
214726_x_at	1342.5	2478.8	1399.4	2359	2220.3	2109.6	1724.7	1673.4	2645	3720.2	1767.6	2532.9	1406.1	1676.9	3869.4	4200.6
214727_at	252.6	166.1	275.2	321.5	136.8	227.7	440.2	419.7	273.5	435.2	205.3	238.6	291.8	321	376.1	361.4
214728_x_at	939.3	1070.5	769.7	870.7	991.2	895.9	849	722	899.5	829	1054.6	1191.2	1472.6	962.1	1247.7	1388.2
214729_at	327.5	158.3	211.1	169.5	126.8	216.2	120.8	52.1	287.5	494	92.6	222.8	172.2	174.9	226.9	337.9
214730_s_at	2852.2	2750.4	2177.3	2298.9	3683.2	3533.9	2474.1	2950.6	2587.6	3576.9	2407.2	3980.9	2070.1	2561.4	3481.3	3141.4
214731_at	726.7	1218	1047.4	733.2	976	993	1035.5	976.9	819.1	1582.6	688.4	906.7	786.3	825.2	1171	802.7
214732_at	135	358	235.9	204.7	221.7	225.9	204.2	248.5	54.8	356.4	203.4	236.3	200.2	225.4	398.5	340.5
214733_s_at	613.6	1063.4	704.9	885.6	791.5	951.1	594.3	1056.7	1034.8	695.5	850.8	968.3	663.2	764.5	1236.1	1358.3
214734_at	344.7	279.5	906.2	366.2	198.4	456.4	500.9	549.5	629.7	901	335.6	404.8	369.9	200.6	468.8	554.7
214735_at	21.3	39.6	173.6	343	471.7	224.3	498	44.9	299.4	496.7	307.7	8.6	732.2	63.9	377.3	321.4
214736_s_at	1982.4	4729.4	2518.1	2326.6	4070.8	2983	3509	2803.4	3194.6	4447.1	2750.3	2752.2	2582.8	2076.9	6474.9	4101.9
214737_x_at	12470.5	10301	11842.3	13375.7	13327.4	12377.1	11268.8	11132.2	9687.4	8503.3	12112.6	13533.2	11152.5	13275.7	9405.9	8792.1
214738_s_at	26.7	411.7	541.9	824.3	824.4	516.8	565.9	441.9	53.3	298.5	567	894.3	657.2	1024.3	860.6	957.9
214739_at	969.8	1371.3	1819.3	1639.3	1162	1459	1429.9	901.4	562.1	911.5	1240.5	1105	1468.7	1548.5	1485.4	1499.6
214740_at	267.6	432.6	240.2	193.1	207	294.3	337.6	241.9	463.9	687.3	257.4	141.1	328	329.4	575.1	343.9
214741_at	1454.3	1061.6	1018.3	988.9	1010.7	804.1	1111.4	771.4	1171	594.6	708.1	560.4	1111.1	776.9	1048.2	601.6
214742_at	84.9	264.1	214.1	201.5	438	283.3	140.7	177.2	284.1	313.2	154.9	296.3	194.2	266.3	350.7	346.3
214743_at	1851.3	698.5	1175	1211.7	1217.1	1347.5	1040.7	1114.5	2155.9	1700.7	1223.1	1564	1334.4	1088.4	1657.2	1406.4
214744_s_at	364.2	280.4	239.2	443.3	304.4	224	473.6	174.9	474.7	128	380.4	341.2	253.6	541.2	212.7	182.7
214745_at	50.1	19.6	90.1	44.2	84.2	122.7	19	4.5	104.2	428	58.4	84.5	75	55.5	119.6	60.9
214746_s_at	42.4	327.8	418.2	229.9	141.6	381.6	232.7	178.4	503.8	850.6	224.9	474.3	173.7	151	279.8	520
214747_at	435.1	643.3	645.9	357.8	261.4	218.3	568.6	558	361	520.1	280.2	314.9	524.7	416.9	967.8	650
214748_at	372.7	374.4	537	652.9	529.8	559.6	589.8	489.5	304.1	683.7	723.6	489.6	1601.2	340.5	488.5	317.5
214749_s_at	8069.3	5996.6	7551.8	8002.8	7311.1	9686	6667.6	8927.3	6546	3359.4	6222.9	7829.5	8659.5	8389.7	4636.1	5016.5
214750_at	34.8	25.8	46.9	30.2	104.9	74	53.1	20	61.7	147	25.7	83.4	35.6	101.8	132.3	62.8
214751_at	995	642.1	1198.1	825.5	665.5	514.9	595.9	465.5	475	466.9	812.2	532.7	820.2	921.8	563.7	592.3
214752_x_at	1689.3	2097.8	1113.5	1882.1	2212.7	1826.8	1425	1443.2	4531.7	4358.3	2370.1	2648.3	1568	1154.1	4258.7	4990.8
214753_at	3318.3	4603.4	4689.7	2409.9	3854.1	3875.2	4982	3851.3	1692.6	1881.9	3237.3	1771.4	3922.2	3535.1	1875	2163.2
214754_at	234.7	379.8	112.1	374.4	438.3	326.2	73.1	400	237.3	107.3	339.7	633	431.1	361.8	626	483.2
214755_at	352.3	250.6	191.4	225.7	331.7	258.2	279.6	528.7	377.8	1220.8	218.8	306.6	424.2	286.5	679.9	595.7
214756_x_at	2641.3	3273.6	2123.7	2214.5	2556.1	2734.3	2541.6	2621.7	2164.3	3413.2	1754.2	2951.4	2392.8	2005.8	4127	3172.3
214757_at	212.1	236.9	228.4	55.5	224.8	233.2	321.6	228.1	37.1	83.6	244.9	106.4	142.9	188.6	461.6	213.5
214758_at	331.9	627.3	346	311.8	445	357.7	351.1	406.2	501.6	157.6	335.3	307.4	392.6	209.5	635.8	510.4
214759_at	285.6	306.5	288.4	284	351.9	341	381	283.1	478.3	225.4	235.1	556.3	463.8	275	280.3	463.8
214760_at	921.3	828.9	872.2	959.4	1181	1375.8	1140.3	1034	1128.1	1235.3	977.1	1541.3	1640.5	923	1889.3	1758.1
214761_at	80.8	75.9	166.4	103.2	71.1	117.3	82.6	140.8	93.2	49	49.6	228.1	134.1	71.2	189.9	154.7
214762_at	137.6	195.3	238.6	156.9	134.3	240	208.6	200.1	302.3	546.6	242.7	361.2	247.7	176.6	500.5	282
214763_at	112.2	98.8	70	140.2	85.2	249.6	100.7	322	97.2	262.2	130.2	85.7	142.8	163	553.7	288.7
214764_at	458.1	350.8	955.1	350.2	332.9	356	530.9	313	363.2	337	416.2	547.2	347.7	697	404.4	232.6
214765_s_at	868.1	787.8	537.2	571.3	998.3	875.8	923.9	636.4	408.6	415.3	1012.6	772.2	845.6	427.6	1002.8	841.2
214766_s_at	1401.5	690.4	896.5	673.5	652.4	515.5	890.7	684.1	819.2	928.6	732.6	773.4	967.9	681.6	471	470.8
214767_s_at	297.6	358.3	229.1	329.4	65.4	255.2	208.7	246.3	689.7	1074.4	126.6	383.8	271.3	137.2	594.7	352.3
214768_x_at	30245.3	552.2	1497	313.7	712.6	337.4	175.2	49.3	422.5	1076.4	1681.7	378.7	107	145.2	300.4	511.8
214769_at	197.1	1258.6	814.7	478	703.5	712.9	445.8	634.3	171.8	34.5	1605.9	264.1	1120.4	792.8	402	534.3
214770_at	38.6	128.7	10.2	6.9	4.3	78.9	6.2	3.5	17.7	69.5	6.8	11.4	9.3	7.7	14.4	12.1
214771_x_at	2550.5	4029.2	2581.2	2522.1	3273.2	3002.6	2030.3	3215.6	2196.4	3425.3	2601.7	2770	1292.3	1850	2727.3	2313
214772_at	182.1	224.8	200.2	184	129.4	181.6	218	87.7	229.6	497.6	129.2	214.9	153	99	322.4	357.1
214773_x_at	417.9	1163.5	1131.1	685.8	791	732.5	741.6	682.3	653.4	86.7	1251.1	732.6	1183.5	967.1	763.7	677.6
214774_x_at	18.6	43.9	3.4	13.1	3.7	31.6	5.2	10.3	8.3	12.3	4.8	10.5	3.1	39.4	6.4	4.3
214775_at	388.5	247	418.9	343.8	323.3	401.9	241.5	436.8	437.2	739.7	240.3	438.8	389.6	639.8	543.2	601.7
214776_x_at	2.2	37.3	3.6	2.7	27.3	25.3	8.5	2.7	10.7	87.3	21.9	1.6	20.2	1.5	22.6	11.3
214777_at	26.2	138.1	19.4	59307.5	62.1	73922.9	20.4	30.7	154.8	72.3	200.6	324.9	26.4	232.5	63.9	29.6
214778_at	54.3	119.8	150.8	44.6	64.3	16.2	11.1	25.2	14.3	334.1	19.8	92.3	37.2	21.4	60.7	92.7
214779_s_at	546.7	876.8	736.5	761.6	876.8	618.9	583.5	899.8	643.9	851.4	970.8	669.8	699.2	826	731.3	1091.1
214780_s_at	976.5	1363.7	961.2	905.8	980.7	1119.2	996.6	1140.5	1509.8	2810.5	1279.6	1459.3	916.1	920.3	2511.9	2596.2
214781_at	8.2	10.8	8.7	6.9	11.8	6.5	16.8	10.9	16.9	43.1	5.6	11.1	9.2	5.7	16.8	10.4
214782_at	21.5	131.8	97.4	16.7	7.2	102.6	17.6	28.9	109.8	259.6	16	124.5	17.9	26.3	210.7	32
214783_s_at	2774.9	2124.8	1950.5	2016.3	2501.2	3138.4	3632.1	1595.2	1963.7	2040	2307.7	1840.4	1547.2	1613.4	2641.4	1986.3
214784_x_at	2042.9	1927.7	1936.8	1689	2056.7	2529.1	2128.2	1448	3352.8	3454.9	2556.2	2121	2308.2	1659.2	3362	3013.8
214785_at	914.3	659.4	650	458	562.3	480.7	663.8	455	500.3	444.5	300.3	509.5	300.9	135.1	860.2	418.8
214786_at	4268	3442.4	2748.6	3390.1	4680.4	3885.2	4387.5	4534	4148.5	2633.6	3654.5	2709	2964	3805.3	3641.4	2794.8
214787_at	1585.6	1320.5	1838.8	874.3	1243.7	817.7	1676.8	1083.8	751.8	796.2	1343.7	528.6	1838	1986.9	1038.1	795.7
214788_x_at	20.1	18.8	53.7	27.5	41.5	33.1	23.3	42.1	67.5	135.3	30.3	45.3	42.5	14.7	52.3	77.3
214789_x_at	5833.7	6382.9	4366.5	8191.4	6668.6	7207.7	7089.3	6635	4595	5328.4	4372.4	5724.9	6219.4	5985.3	7416.6	6119.9
214790_at	1712.9	902	1452.1	839.6	908.6	941.6	795.5	814.7	1338.3	793.6	766.9	599.5	1061.5	523.4	771.5	374.2
214791_at	3844.5	3256.6	3453.7	4632.8	4839.9	3862.1	1675	1909.5	2057.1	3199.7	6262.6	3531.2	2970.7	3363.7	3165.4	2642.4
214792_x_at	773.6	498.1	324.6	444.4	534.2	408.4	400.4	368.5	1298.6	2240.3	445.7	653.5	562	387.9	1045.2	675.7
214793_at	14	92.5	14.9	23.1	9.8	27.1	57.4	29.9	31.5	83.8	48.3	61.5	15.5	10.1	55.4	80.4
214794_at	1307.2	2759.5	1842.4	2407.6	1063.1	1955.7	1426.7	1929.7	1292.5	1342	1682.2	1291.2	1300.5	1893.9	1096.9	1057.8
214795_at	472.2	1262.8	815.4	570.8	792.9	934.1	914.9	741.6	301.2	1148.7	821.5	346.7	594.8	641.4	1010.4	961.5
214796_at	100.1	152.7	83.4	51.2	75.3	28.1	202.8	94.3	26.8	147.9	71.7	119.1	34.7	25.1	240	134
214797_s_at	32.6	25.5	185.7	18.6	10.7	59.5	30.3	176.5	75.1	61.4	83.7	236.3	95.5	73	123.1	261.5
214798_at	184.1	366.4	246.7	196.3	265.3	345.1	231.2	232.1	426.8	296.2	153.4	136.7	151.4	144.5	411.2	355.2
214799_at	134.6	44.3	46	21.7	33.5	43.9	58.9	26.8	222.6	70.5	32.6	167	82.1	56.3	182.3	52
214800_x_at	7949.7	6335.3	9251.4	8173.8	5097.3	6836.5	8093.5	6016.3	5906.3	5409.5	7648.4	6758.6	7586.6	6561.6	5048.2	4686.3
214801_at	939.3	1384.7	2071.9	1719.2	1391.3	1557	2224.4	1529.6	1323.2	1119.2	1156.2	1171.8	1980.9	1637.1	2312.6	661.9
214802_at	97.8	116.6	151.7	39	126.8	35.2	99.3	114.4	29.3	133.1	192.1	34.2	19.7	180.7	290.7	147.1
214803_at	93.8	138.2	44.4	36.6	42.3	22	66.8	26.3	53.8	205.7	29.4	90.9	133.7	15.4	232.1	75.7
214804_at	17.5	102.5	113.5	11	132.4	110.9	93.4	88.9	95.4	89.6	58.3	31.8	19.4	40.1	16.1	106.9
214805_at	3821	3137	1506.7	1306.3	2011	1243.8	2339.5	1651	4052.5	4614.3	1942.7	1980.3	2085	538.7	2514.6	1238.1
214806_at	375.3	508.5	651.4	380.6	414	416.1	687.1	342.1	331.8	362.9	431.4	228.8	665.6	669.3	584.4	641.7
214807_at	95	56	28.2	91.8	116.7	82.3	39	54.2	107.5	340.5	186.1	129.6	56.2	20.6	118.3	90.1
214808_at	415.5	1142	803.8	653.1	486.7	719.9	812.1	1016.2	396.7	676.2	939.3	1053.1	1011.5	813.7	1415.4	1442.5
214809_at	137.1	111.3	109.1	64.4	15.5	58.4	150.3	123.8	18.8	320.7	36	94.2	40.8	71.2	209.4	45.2
214811_at	24.6	82	18.9	12.4	108.6	32.4	22.1	104.2	45.5	452.4	11.1	14.7	56.3	15.1	237.5	147.9
214812_s_at	10091.4	7841.9	8047.8	9263.5	9288.2	6453.3	7590.2	6700.1	9147.6	7656.4	10705.7	7007.7	9199.8	6757.3	6875.6	5532.1
214813_at	422.6	954.6	964	1022.8	931.1	779.7	831.6	788.1	350	526.7	661.4	661	784.9	729.4	912	656.5
214814_at	2053.5	488.1	678.3	529.3	234.7	575.4	769.8	617	1845.6	1615.7	314.2	314.7	528.8	270.5	589.3	343.9
214815_at	190	301.8	268.8	172.9	241.1	210.3	361.1	187.3	217.5	552.5	197.7	87.8	278.5	82.7	542.7	297.4
214816_x_at	381.7	481.5	279.1	263.4	289.4	460.3	352.3	437.9	394.4	850.7	269.6	442.3	366.5	275.6	480.5	452.4
214817_at	21.8	16.6	14.9	22.1	11.7	26.5	23.3	33.7	28.3	65	16	18.8	23	14.2	39.3	29.3
214818_at	15.8	29.5	25.5	39.6	40.7	26	25.8	181.9	44.5	99.9	33.1	55.3	20.1	27.2	46.5	72.2
